##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;Err:510;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;ｧA = 0,64,0;;;;;;;;;;X
##;ｧB = 0,0,192;;;;;;;;;;X
##;ｧC = 128,0,0;;;;;;;;;;X
##;ｧD = 255,255,0;;;;;;;;;;X
##;ｧE = 255,0,255;;;;;;;;;;X
##;ｧF = 255,128,0;;;;;;;;;;X
##;ｧG = 0,100,0;;;;;;;;;;X
##;ｧH = 128,128, 128;;;;;;;;;;X
##;ｧI = 0,0,255;;;;;;;;;;X
##;ｧJ = 0,192,0;;;;;;;;;;X
##;ｧM = 100,255,100;;;;;;;;;;X
##;ｧN = 255,100,100;;;;;;;;;;X
##;ｧR = 240,0,0;;;;;;;;;;X
##;ｧW = 255,255,255;;;;;;;;;;X
##;ｧY = 208,232,248;;;;;;;;;;X
##;ｧZ = 0,0,0;;;;;;;;;;X
##;ｧｧ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
# STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
# ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
ALLIANCE_ENTENTE;協商国;T. Entente;;;;;;;;;X
DPERSONALITY_THEORETICAL_SCIENTIST;『理論科学者』は国内有数の大学から引き抜かれた、年長の優秀な学者です。理論科学と応用科学の両方に精通しています。しかし場合によっては軍事研究を優先したがらないこともあります。民間の研究事業で偉大な業績を上げられそうなときはそれを優先するからです。そのためこのタイプの多くは、民間と軍事の間をとった電気通信の分野の研究に力を入れるのですが、その性格によっては、よりマニアックな秘密兵器の研究に没頭する場合もあります。;The Theoretical Scientist is a brilliant old professor picked out from the nation's leading university. He is of course a specialist in science both theoretical and applied. However he sometimes has a hard time prioritizing military matters, when great exploits in the civilian sectors can be attained. This often makes him a proponent of the more neutral areas of Electronics and Communication, but sometimes if he is eccentric enough, Secret Weapons are his preferred field.;;;;;;;;;X
DPERSONALITY_MILITARY_ENTREPRENEUR;『歴戦の勇士』は元軍人であり、おそらくは第一次大戦で活躍したベテラン兵士であったのでしょう。彼にとっての最優先事項は前線にいる兵士に必要な武器と食料を確実に行き渡らせることです。そのためこの人物は、科学の分野をおろそかにしがちです。;The Military Entrepreneur is a former military man, possibly an old fighter from the Great War. He knows his priority and that is to get the guns and the butter to the troops at the front. This priority often leads to the neglect of the finer points of science;;;;;;;;;X
DPERSONALITY_BATTLE_FLEET_PROPONENT;『艦隊重視』の人物は実務能力に優れた政治家ですが、それだけに留まらず、軍の戦略にもしばしば口を挟みます。この人物は、国が最も必要としているのは戦艦であると信じています。;The Battle Fleet Proponent is not only an able administrator and politician, he is also a meddler in Grand Strategy. He believes that battleships are what the country needs.;;;;;;;;;X
DPERSONALITY_SUBMARINE_PROPONENT;『潜水艦重視』の人物は実務能力に優れた政治家ですが、それだけに留まらず、軍の戦略にもしばしば口を挟みます。この人物は、現代の海戦で勝利のカギを握るのは潜水艦であると信じています。;The Submarine Proponent is not only an able administrator and politician, but he also is meddling in the area of Grand Strategy. He believes that submarines are now the decisive weapon of naval warfare.;;;;;;;;;X
DPERSONALITY_TANK_PROPONENT;『戦車重視』の人物は実務能力に優れた政治家ですが、それだけに留まらず、軍の戦略にもしばしば口を挟みます。この人物は、戦車こそが現代戦における最も重要な兵器であると信じています。;The Tank Proponent is not only an able administrator and politician, but he also is meddling in the area of Grand Strategy. He believes that tanks are now the most vital weapon of war.;;;;;;;;;X
DPERSONALITY_INFANTRY_PROPONENT;『歩兵重視』の人物は実務能力に優れた政治家ですが、それだけに留まらず、軍の戦略にもしばしば口を挟みます。この人物は、現代においても戦闘で最も重要な役割を果たすのは歩兵であると信じています。;The Infantry Proponent is not only an able administrator and politician, but he also is meddling in the area of Grand Strategy. He believes that Infantry is still the most important fighting force.;;;;;;;;;X
DPERSONALITY_AIR_TO_GROUND_PROPONENT;『空対地戦闘重視』の人物は実務能力に優れた政治家ですが、それだけに留まらず、軍の戦略にもしばしば口を挟みます。この人物は、敵の地上戦力をたたく最善の方法は空からの爆撃であると信じています。;The Air-to-Ground Proponent is not only an able administrator and politician, but he also is meddling in the area of Grand Strategy. He believes that bombing is the best way to defeat the enemy army.;;;;;;;;;X
DPERSONALITY_AIR_TO_SEA_PROPONENT;『空対海戦闘重視』の人物は実務能力に優れた政治家ですが、それだけに留まらず、軍の戦略にもしばしば口を挟みます。この人物は、敵の海上戦力をたたく最善の方法は空からの爆撃であると信じています。;The Air-to-Sea Proponent is not only an able administrator and politician, but he also is meddling in the area of Grand Strategy. He believes that bombing is now the best way to defeat the enemy's navy.;;;;;;;;;X
DPERSONALITY_STRATEGIC_AIR_PROPONENT;『戦略爆撃重視』の人物は実務能力に優れた政治家ですが、それだけに留まらず、軍の戦略にもしばしば口を挟みます。この人物は、爆撃によって敵の工業力を弱めることが勝利への近道であると信じています。;The Strategic Air Proponent is not only an able administrator and politician, but he also is meddling in the area of Grand Strategy. He believes that bombing the enemy's industry is now the way to win the war.;;;;;;;;;X
DPERSONALITY_SILENT_LAWYER;『物静かな法律家』の省庁の運営手法は独創性に欠ける嫌いはありますが、公正な人物です。;The Silent Lawyer directs his department with little imagination and creativity, but he is just.;;;;;;;;;X
DPERSONALITY_COMPASSIONATE_GENTLEMAN;『情け深い紳士』は快活で、誰に対しても人当たりの良い人物です。国民には人気がありますが、犯罪やテロ対策に関してはやや甘い面があります。;The Compassionate Gentleman is a jovial man who wishes to please all. The population like him, but he is known to be soft on crimes and terrorism.;;;;;;;;;X
DPERSONALITY_CRIME_FIGHTER;『治安重視』の人物は犯罪の撲滅に生涯を捧げています。この人物の断固とした姿勢は国民に安心感を与え、支持されています。;The Crime Fighter has devoted his life to combating crime. The people like his firm grip and feel reassured that they are safe.;;;;;;;;;X
DPERSONALITY_PRINCE_OF_TERROR;『恐怖政治の推進者』にとっては、法の遵守こそが至上目標であり、そのためには人々に好かれるより、恐れられたほうが統治しやすいと考えています。しかし恐怖を植えつけるための厳しい弾圧が、実際には国民不満度を高めてしまう危険性をこのタイプの人物は見落としています。;The Prince of Terror lives by the rule: it is better to be feared than to be loved. However, extreme violence may actually increase dissent, a factor the Prince of Terror is unable to see.;;;;;;;;;X
DPERSONALITY_BACK_STABBER;『裏工作の名人』はその地位を利用して、自分に不満を持つ人間や従わない人間をエリート層から排除します。ですがこの人物には人望がないため、占領地の支配には向きません。;The Back Stabber uses his position to root out dissent and disloyal elements within the elite, but he is unable to cope with occupied territories because of his lack of trustworthiness.;;;;;;;;;X
DPERSONALITY_MAN_OF_THE_PEOPLE;『庶民の味方』は身分の高い者と低い者、両方に相対するすべを心得ており、貧しい人々を救うことが自分の使命であると考えています。しかし占領地の人々を援助する場合には微妙な立場に置かれることになり、またその手は軍政によって縛られてしまいます。;The Man of the People knows how to talk to both high and low in society. For him it is a crusade to ease the burden of the poor. However, he is in an awkward position when trying to help people in the occupied zones, and his hands are bound by the military.;;;;;;;;;X
DPERSONALITY_EFFICIENT_SOCIOPATH;『反社会的効率主義者』は一切の憐れみを持たず、あらゆる手段を使って目的を達成します。表舞台に出ることはほとんどなく、自身の捻じ曲がった性格と、部下に行わせた凶悪な暴力行為の数々を、国民や他の政治家の目から隠そうとしています。;The Efficient Sociopath has no remorse and uses any means necessary to further his goals. However, he always works in the shadows, trying to hide his personal perversions and the excess violence of his minions from the population and his fellow ministers.;;;;;;;;;X
DPERSONALITY_TECHNICAL_SPECIALIST;『技術分析の専門家』は他国の兵器や装備の研究に力を注ぎ、敵を効果的に撃破する戦術を導き出します。;The Technical Specialist concentrates his effort on the study of the modernization of foreign equipment and units to draw conclusions on how to best defeat them.;;;;;;;;;X
DPERSONALITY_LOGISTICS_SPECIALIST;『兵站分析の専門家』は、補給の動きを監視するという参謀将校の伝統的な手法を使って、敵がどこに攻撃をかけようとしているのか探ります。;The Logistics Specialist uses the old General Staff technique of monitoring the movement of supplies to learn where a new threat is mounting.;;;;;;;;;X
DPERSONALITY_POLITICAL_SPECIALIST;『政治分析の専門家』は配下の「特別大使館員」を暗躍させて敵の諜報活動を妨害します。;The Political Specialist uses his 'technical embassy personnel' to fight a secret war of counter-intelligence with the enemy.;;;;;;;;;X
DPERSONALITY_DISMAL_ENIGMA;『不気味な謎の人物』は諜報機関の出身で、何人もの優秀な「スーパースパイ」を生み出すことで現在の地位を獲得しました。;The Dismal Enigma is a man of secrets, and if he were not able to produce an 'Ace of Intelligence' from time to time he would have had lost his job ages ago.;;;;;;;;;X
DPERSONALITY_INDUSTRIAL_SPECIALIST;『産業分析の専門家』は敵の産業や経済活動に関して公になっている情報の分析に力を注ぎ、相手が何を生産しているかによってその戦略を推測します。;The Industrial Specialist concentrates his efforts on studying open industrial and economic sources of the enemy and thus often learns what will come by analyzing what they are producing at the moment.;;;;;;;;;X
DPERSONALITY_NAVAL_INTELLIGENCE_SPECIALIST;『海軍情報の専門家』は、敵艦隊の基地移動を監視するという参謀将校の伝統的な手法を使って、敵がどこに攻撃をかけようとしているのか探ります。;The Naval Intelligence Specialist uses the old Naval Staff technique of monitoring the basing of ships to learn where a new threat is mounting.;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_MANOEUVRE;この統合参謀総長は、機動とスピードこそが現代戦を勝ち抜くためのカギであるという持論の持ち主です。;This Chief of Staff teaches that Maneuver and Speed are the essence of modern warfare.;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_FIRE_SUPPORT;この統合参謀総長は、火力支援こそが現代戦を勝ち抜くためのカギであるという持論の持ち主です。;This Chief of Staff teaches that Fire Support is the essence of modern warfare.;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_MASS_COMBAT;この統合参謀総長は、戦争の主役は歩兵であり、現代においても歩兵部隊の大規模投入やゲリラ戦術が勝利をもたらすという持論の持ち主です。;This Chief of Staff believes in the People's War and teaches that mass formations and guerrilla tactics are the essence of modern warfare.;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_PSYCHOLOGY;この統合参謀総長は、現代戦においては兵士の高い士気と小規模部隊の統率力が勝利をもたらすという持論の持ち主です。;This Chief of Staff teaches that morale and small-unit leadership are the essence of modern warfare.;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_DEFENCE;この統合参謀総長は、現代戦においては要塞と民兵、そして縦深戦略が勝利をもたらすという持論の持ち主です。;This Chief of Staff teaches that Fortifications, Militia and Strategic Depth are the essence of modern warfare.;;;;;;;;;X
DPERSONALITY_ELASTIC_DEFENCE_DOCTRINE;この陸軍総司令官は弾力的防御ドクトリンに従って地上部隊に防戦を行わせます。これは、重装備の歩兵による細い防衛線を形成し、その後ろに補充兵と強襲部隊による第2防衛線を作ることによって敵を消耗させ、勝利をつかもうとする考え方です。;This Chief of the Army directs the utilization of the ground forces by the doctrine of Elastic Defense. This means that deploying a thin defensive line with heavily armed infantry and deploying replacements and assault teams in the second lines are essential for wearing down the enemy and for winning the war.;;;;;;;;;X
DPERSONALITY_STATIC_DEFENCE_DOCTRINE;この陸軍総司令官は静的防御ドクトリンに従って地上部隊に防戦を行わせます。これは、防御陣地に入った歩兵部隊の背後に強力な火器を配した防衛線を幾重にも作ることによって、敵を消耗させ、勝利をつかもうとする考え方です。;This Chief of the Army directs the utilization of the ground forces according to the doctrine of Static Defense. This means that deploying several defensive lines with fortified infantry and substantial artillery assets in the rear are essential for wearing down the enemy and for winning the war.;;;;;;;;;X
DPERSONALITY_DECISIVE_BATTLE_DOCTRINE;この陸軍総司令官は決戦ドクトリンに従って地上部隊を戦わせます。これは、敵に勝る強力な攻撃部隊を1か所に大量投入し、相手を圧倒することによって、勝利をつかもうとする考え方です。;This Chief of the Army directs the utilization of the ground forces according to the doctrine of Decisive Battle. This means that concentrating large amounts of superior attacking troops and forcing the enemy to commit inferior troops are essential for wearing down the enemy and for winning the war.;;;;;;;;;X
DPERSONALITY_ARMOURED_SPEARHEAD_DOCTRINE;この陸軍総司令官は機甲突撃ドクトリンに従って地上部隊を戦わせます。これは、まず戦車隊が先鋒として迅速に突撃し、それに続いて歩兵部隊が戦車隊に拘束されている敵を包囲し、勝利をつかもうとする考え方です。;This Chief of the Army directs the utilization of the ground forces according to the doctrine of Armored Spearheads. This means that spearheading speedy offensives with tank units followed up with encircling infantry are essential for wearing down the enemy and for winning the war.;;;;;;;;;X
DPERSONALITY_GUNS_AND_BUTTER_DOCTRINE;この陸軍総司令官は、軍備優先ドクトリンに従って地上部隊を戦わせます。これは、戦場の司令官に最大限の裁量を与え、それと同時に兵士に最良の物資と訓練を与えることが勝利への近道であるという考え方です。;This Chief of the Army directs the utilization of the ground forces according to the doctrine of Guns and Butter. This means allowing the operational commanders freedom of command while ensuring the best possible supplies and training for the Army are essential for wearing down the enemy and for winning the war.;;;;;;;;;X
DPERSONALITY_OPEN_SEAS_DOCTRINE;この海軍総司令官は外海ドクトリンに従って海軍部隊を戦わせます。これは、遠隔地から資源を運ぶ航路の確保に力を注ぐことが勝利につながるという考え方です。;This Chief of the Navy directs the utilization of the Naval forces according to the doctrine of Open Seas. This means that the control of sea lanes to far-flung resources is essential for winning the war.;;;;;;;;;X
DPERSONALITY_DECISIVE_BATTLE_DOCTRINE2;この海軍総司令官は決戦ドクトリンに従って海軍部隊を戦わせます。これは、大規模な艦隊を編成して、敵に外洋で海戦を挑み、撃滅することが勝利への近道であるという考え方です。;This Chief of the Navy directs the utilization of the Naval forces according to the doctrine of Decisive Battle. This means that in order to win the war it is essential to amass a large battle fleet and destroy the enemy's force on the High Seas.;;;;;;;;;X
DPERSONALITY_POWER_PROJECTION_DOCTRINE;この海軍総司令官は戦力投入ドクトリンに従って海軍部隊を戦わせます。これは、航空機や魚雷、そして艦砲によるすべての攻撃を、適切な地点に集中させることが勝利への近道であるという考え方です。;This Chief of the Navy directs the utilization of the Naval forces according to the doctrine of Power Projection, which means that by concentrating all power from aircraft, torpedoes and artillery fire into a suitable area a good chance for winning the war is ensured.;;;;;;;;;X
DPERSONALITY_INDIRECT_APPROACH_DOCTRINE;この海軍総司令官は間接接近ドクトリンに従って海軍部隊を戦わせます。これは、大規模な決戦を避け、敵の輸送船団や戦艦を徐々に破壊して勝利へ近づこうとする考え方です。;This Chief of the Navy directs the utilization of the Naval forces according to the doctrine of Indirect Approach. This means that in order to win the war it is essential to avoid decisive battle and instead destroy the enemy's convoys and warships piecemeal.;;;;;;;;;X
DPERSONALITY_BASE_CONTROL_DOCTRINE;この海軍総司令官は基地支配ドクトリンに従って海軍部隊を戦わせます。これは、勝利をつかむためには敵の海軍基地（港や島）を陸、海両軍で直接攻撃し、占領することが重要だとする考え方です。;This Chief of the Navy directs the utilization of the Naval forces according to the doctrine of Base Control. This means that in order to win the war it is essential to strike directly at the enemy bases (ports and islands), and take control of them with air and land forces.;;;;;;;;;X
DPERSONALITY_AIR_SUPERIORITY_DOCTRINE;この空軍総司令官は制空権ドクトリンに従って航空部隊を戦わせます。これは、戦争に勝利するには戦場の航空優勢を確保することが重要だとする考え方です。;This Chief of the Air Force directs the utilization of the air force according to the doctrine of Air Superiority. This means that in order to win the war it is essential to control the skies above the battlefield.;;;;;;;;;X
DPERSONALITY_NAVAL_AVIATION_DOCTRINE;この空軍総司令官は海軍支援ドクトリンに従って航空部隊を運用します。これは、海軍と緊密に協力し、爆撃によって敵海上戦力を撃破することが勝利へのカギであるとする考え方です。;This Chief of the Air Force directs the utilization of the air force according to the doctrine of Naval Aviation. This means that in order to win the war it is essential to work closely with the Navy and destroy the enemy Navy, preferably by bombing it to pieces.;;;;;;;;;X
DPERSONALITY_ARMY_AVIATION_DOCTRINE;この空軍総司令官は陸軍支援ドクトリンに従って航空部隊を運用します。これは、陸軍と緊密に協力し、爆撃によって敵地上部隊を撃破することが勝利へのカギであるとする考え方です。;This Chief of the Air Force directs the utilization of the Air forces according to the doctrine of Army Aviation. This means that in order to win the war it is essential to work closely with the Army and destroy the enemy land forces, preferably by bombing them to pieces.;;;;;;;;;X
DPERSONALITY_CARPET_BOMBING_DOCTRINE;この空軍総司令官は絨毯爆撃ドクトリンに従って航空部隊を運用します。これは、輸送経路や工業施設を爆撃で破壊し、さらに都市爆撃によって国民を恐怖に陥れることが勝利への近道であるとする考え方です。;This Chief of the Air Force directs the utilization of the Air forces according to the doctrine of Carpet Bombing. This means that in order to win the war it is essential to grind down the enemy transportation network and industrial plants, and to demoralize his population by terror bombing.;;;;;;;;;X
DPERSONALITY_VERTICAL_ENVELOPMENT_DOCTRINE;この空軍総司令官は立体集中攻撃ドクトリンに従って航空部隊を運用します。これは、空からの攻撃によって戦略的に重要な地域や橋頭堡を素早く確保し、地上部隊による敵戦線突破を可能にすることが勝利へのカギであるとする考え方です。;This Chief of the Air Force directs the utilization of the Air forces according to the doctrine of Vertical Envelopment. This means that in order to win the war it is essential to seize strategic terrain or bridgeheads by air to quickly enable the Army to achieve a breakthrough.;;;;;;;;;X
DPERSONALITY_UNDISTINGUISHED_SUIT;『平凡な政治家』はまったく存在感のない大臣です。誰もこの人物の名前を知りませんし、もちろん顔を思い出すこともできません。人々の記憶に残るような特徴が皆無なのです。;The Undistinguished Suit is an invisible minister. No one has ever heard of him and no one can remember his looks. He is famous for absolutely nothing.;;;;;;;;;X
DPERSONALITY_AIR_SUPERIORITY_PROPONENT;『制空権重視』の人物は実務能力に優れた政治家ですが、それだけに留まらず、軍の戦略にもしばしば口を挟みます。この人物は、勝つために最も重要なのは航空優勢を確保することであると信じています。;The Air Superiority Proponent is not only an able administrator and politician, but he also is meddling in the area of Grand Strategy. He believes that control of the air is now most important aspect of war.;;;;;;;;;X
DPERSONALITY_CORRUPT_KLEPTOCRAT;『泥棒政治家』は行政能力があるものの、救いようがないほど堕落しているため、軍事支援や物資が恒常的にこの人物とその側近の懐に納まってしまいます。;The Corrupt Kleptocrat is a competent administrator, but he is thoroughly corrupt so military aid and military supplies regularly end up in the pockets of the minister and his cronies.;;;;;;;;;X
DPERSONALITY_CROOKED_KLEPTOCRAT;『ならず者政治家』は社会全体で犯罪が横行しようと気にも留めず、暴動が発生しても頓着しません。しかし他の政治家は、私腹を肥やしたいがために彼に従います。;The Crooked Kleptocrat ignores the crimes of the high and low and cares little about insurrections but other ministers are loyal towards him because of their chances for self-enrichment.;;;;;;;;;X
DPERSONALITY_POWER_HUNGRY_DEMAGOGUE;『権力に餓えた扇動家』は執念深く、怒りと憎しみに満ちた人物ですが、不満を抱えた大衆を虜にする悪魔的なカリスマ性を持っています。この人物の真の目的は、全世界を自分の望むように作り変えることです。;The Power-Hungry Demagogue is an angry vengeful man full of hatred. However he possesses a demonic charisma that enchants the frustrated masses. He has but one real purpose and that is to control and shape the world into one of his liking.;;;;;;;;;X
DPERSONALITY_BARKING_BUFFOON;『口先だけの道化者』は政治という舞台で演技する器用な役者です。人々は彼が強く有能な指導者であると信じ、母国にかつての栄光を取り戻させてくれることを期待します。しかしその華麗な弁舌の影には、虚栄心が強いだけの小心な愚か者が隠れています。彼の身近にいる者は、その無能さを良く知っています。;The Barking Buffoon is a great political dramatic actor. People see him as a strong and competent leader who will save the nation and restore it to its historical greatness. But behind his mask of bombastic rhetoric hides a weak-minded, vain simpleton. Those who really know him, know he is an incompetent man.;;;;;;;;;X
DPERSONALITY_STERN_IMPERIALIST;『厳格な帝国主義者』はナショナリズムの権化です。この人物は人々をひきつける魅力も、優れた行政手腕も持ち合わせていませんが、自国の地位を向上させようという恐ろしいまでの意志を抱いています。この目的を達成するためには政治的、軍事的なあらゆる手段を躊躇せず使います。;The Stern Imperialist is a staunch nationalist. He is neither charming nor an administrative genius. However he has one big asset, namely his fanatical determination to improve his nation's status. He will use any means to achieve that goal, be it political or military.;;;;;;;;;X
