;;;;;;;;;;;X
PROV2341;フォーチュン湾;;;;;;;;;;X
PROV2342;ベルアイル海峡;;;;;;;;;;X
PROV2343;セントローレンス湾;;;;;;;;;;X
PROV2344;カボート海峡;;;;;;;;;;X
PROV2345;ファンディ湾;;;;;;;;;;X
PROV2346;メイン湾;;;;;;;;;;X
PROV2347;ナンタケット海峡;;;;;;;;;;X
PROV2348;チェサピーク湾;;;;;;;;;;X
PROV2349;ハッテラス岬;;;;;;;;;;X
PROV2350;ニューイングランド大陸棚;;;;;;;;;;X
PROV2351;バミューダ島北部;;;;;;;;;;X
PROV2352;セーブル島バンク;;;;;;;;;;X
PROV2353;ニューイングランド海山群;;;;;;;;;;X
PROV2354;グランドバンクス;;;;;;;;;;X
PROV2355;コーナー海山群;;;;;;;;;;X
PROV2356;大西洋中央海嶺北部南側;;;;;;;;;;X
PROV2357;アゾレス海東部;;;;;;;;;;X
PROV2358;アゾレス海北部;;;;;;;;;;X
PROV2359;ギブズ断裂帯東部;;;;;;;;;;X
PROV2360;フレミッシュ岬;;;;;;;;;;X
PROV2361;ギブズ断裂帯西部;;;;;;;;;;X
PROV2362;ラブラドル海南西部;;;;;;;;;;X
PROV2363;デーヴィス海峡;;;;;;;;;;X
PROV2364;ラブラドル海北中部;;;;;;;;;;X
PROV2365;トルデンスキョルバンク;;;;;;;;;;X
PROV2366;スキョルンゲンバンク;;;;;;;;;;X
PROV2367;デンマーク海峡西部;;;;;;;;;;X
PROV2368;デンマーク海峡北西部;;;;;;;;;;X
PROV2369;デンマーク海峡中部;;;;;;;;;;X
PROV2370;イルミンガー海盆;;;;;;;;;;X
PROV2371;ラブラドル海中部;;;;;;;;;;X
PROV2372;ラブラドル海北部;;;;;;;;;;X
PROV2373;デンマーク海峡南部;;;;;;;;;;X
PROV2374;ファクサ湾;;;;;;;;;;X
PROV2375;フーナ湾;;;;;;;;;;X
PROV2376;グリーンランド海西部;;;;;;;;;;X
PROV2377;フェロー諸島海溝北西部;;;;;;;;;;X
PROV2378;グリーンランド海中部;;;;;;;;;;X
PROV2379;グリーンランド海東部;;;;;;;;;;X
PROV2380;グリーンランド海南部;;;;;;;;;;X
PROV2381;カニン岬;;;;;;;;;;X
PROV2382;バレンツ海中部;;;;;;;;;;X
PROV2383;バレンツ海南部;;;;;;;;;;X
PROV2384;白海;;;;;;;;;;X
PROV2385;ヴァランゲルフィヨルド;;;;;;;;;;X
PROV2386;ノールカップ;;;;;;;;;;X
PROV2387;アルテンフィヨルド;;;;;;;;;;X
PROV2388;ヴェストフィヨルド;;;;;;;;;;X
PROV2389;トロンヘイムフィヨルド;;;;;;;;;;X
PROV2390;モルデフィヨルド;;;;;;;;;;X
PROV2391;ノルウェー海中部;;;;;;;;;;X
PROV2392;ソグネフィヨルド;;;;;;;;;;X
PROV2393;ボクナフィヨルド;;;;;;;;;;X
PROV2394;北海中南部;;;;;;;;;;X
PROV2395;テムズ河口;;;;;;;;;;X
PROV2396;ウォッシュ湾;;;;;;;;;;X
PROV2397;タイン河口;;;;;;;;;;X
PROV2398;フォース湾;;;;;;;;;;X
PROV2399;ドッガーバンク;;;;;;;;;;X
PROV2400;北海中西部;;;;;;;;;;X
PROV2401;ロックオールバンク;;;;;;;;;;X
PROV2402;ペントランド海峡;;;;;;;;;;X
PROV2403;ミンチ海峡;;;;;;;;;;X
PROV2404;リトルミンチ海峡;;;;;;;;;;X
PROV2405;ノース海峡;;;;;;;;;;X
PROV2406;ソルウェー湾;;;;;;;;;;X
PROV2407;ドニゴール湾;;;;;;;;;;X
PROV2408;ゴールウェイ湾;;;;;;;;;;X
PROV2409;シャノン河口;;;;;;;;;;X
PROV2410;セントジョージ海峡;;;;;;;;;;X
PROV2411;ケルト海;;;;;;;;;;X
PROV2412;イギリス海峡東部;;;;;;;;;;X
PROV2413;イギリス海峡西部;;;;;;;;;;X
PROV2414;イギリス海峡開口部;;;;;;;;;;X
PROV2415;ビスケー湾北部;;;;;;;;;;X
PROV2416;ビスケー湾中部;;;;;;;;;;X
PROV2417;ビスケー湾南部;;;;;;;;;;X
PROV2418;ビスケー湾南西部;;;;;;;;;;X
PROV2419;コスタヴェルデ;;;;;;;;;;X
PROV2420;ビスケー海盆西部;;;;;;;;;;X
PROV2421;ハットンバンク;;;;;;;;;;X
PROV2422;ケルト大陸棚西部;;;;;;;;;;X
PROV2423;アゾレス海西部;;;;;;;;;;X
PROV2424;イベリア大陸棚南部;;;;;;;;;;X
PROV2425;リアスバハス;;;;;;;;;;X
PROV2426;ポルト海岸;;;;;;;;;;X
PROV2427;リスボン海岸;;;;;;;;;;X
PROV2428;カディス湾;;;;;;;;;;X
PROV2429;モロッコ湾;;;;;;;;;;X
PROV2430;ジブラルタル海峡;;;;;;;;;;X
PROV2431;アルメイラ湾;;;;;;;;;;X
PROV2432;ブランカ海岸;;;;;;;;;;X
PROV2433;バレアレス海;;;;;;;;;;X
PROV2434;アルジェ海岸;;;;;;;;;;X
PROV2435;リヨン湾中部;;;;;;;;;;X
PROV2436;フィリップヴィル沿岸;;;;;;;;;;X
PROV2437;カグリアリ湾;;;;;;;;;;X
PROV2438;ジェノヴァ湾;;;;;;;;;;X
PROV2439;リグリア海;;;;;;;;;;X
PROV2440;ガベス湾;;;;;;;;;;X
PROV2441;サレルノ湾;;;;;;;;;;X
PROV2442;シドラ湾;;;;;;;;;;X
PROV2443;タラント湾;;;;;;;;;;X
PROV2444;アドリア海北部;;;;;;;;;;X
PROV2445;アドリア海中部;;;;;;;;;;X
PROV2446;アドリア海南部;;;;;;;;;;X
PROV2447;バラトン湖;;;;;;;;;;X
PROV2448;イオニア海;;;;;;;;;;X
PROV2449;バルタ・ブライレイ;;;;;;;;;;X
PROV2450;バルタ・イアロメテイ;;;;;;;;;;X
PROV2451;トブルク海岸;;;;;;;;;;X
PROV2452;レヴァント海;;;;;;;;;;X
PROV2453;スエズ運河;;;;;;;;;;X
PROV2454;アレキサンドリア海岸;;;;;;;;;;X
PROV2455;紅海北部;;;;;;;;;;X
PROV2456;紅海南部;;;;;;;;;;X
PROV2457;アデン湾西部;;;;;;;;;;X
PROV2458;アデン湾中部;;;;;;;;;;X
PROV2459;アデン湾東部;;;;;;;;;;X
PROV2460;ソマリア海岸東部;;;;;;;;;;X
PROV2461;ソマリア海岸南東部;;;;;;;;;;X
PROV2462;ソマリ海盆;;;;;;;;;;X
PROV2463;クレタ海;;;;;;;;;;X
PROV2464;エーゲ海北部;;;;;;;;;;X
PROV2465;黒海南部;;;;;;;;;;X
PROV2466;黒海中部;;;;;;;;;;X
PROV2467;黒海南東部;;;;;;;;;;X
PROV2468;アゾフ海;;;;;;;;;;X
PROV2469;カスピ海;;;;;;;;;;X
PROV2470;アラル海;;;;;;;;;;X
PROV2471;クロマーティ湾;;;;;;;;;;X
PROV2472;ワッデン海;;;;;;;;;;X
PROV2473;ヘルゴラント湾;;;;;;;;;;X
PROV2474;スカゲラク海峡;;;;;;;;;;X
PROV2475;カテガット海峡;;;;;;;;;;X
PROV2476;ストーレベルド;;;;;;;;;;X
PROV2477;ポメラニア湾;;;;;;;;;;X
PROV2478;ダンツィヒ湾;;;;;;;;;;X
PROV2479;カルマル湾;;;;;;;;;;X
PROV2480;クルランド潟;;;;;;;;;;X
PROV2481;ストックホルム海岸;;;;;;;;;;X
PROV2482;バルト海中部;;;;;;;;;;X
PROV2483;リガ湾;;;;;;;;;;X
PROV2484;フィンランド湾;;;;;;;;;;X
PROV2485;ペイプス湖;;;;;;;;;;X
PROV2486;オネガ湖;;;;;;;;;;X
PROV2487;ラドガ湖;;;;;;;;;;X
PROV2488;ルイビンスク湖;;;;;;;;;;X
PROV2489;ボスニア湾南西部;;;;;;;;;;X
PROV2490;ヴェーネル湖&ヴェッテル湖;;;;;;;;;;X
PROV2491;ボスニア湾南東部;;;;;;;;;;X
PROV2492;ボスニア湾中央部;;;;;;;;;;X
PROV2493;ボスニア湾北東部;;;;;;;;;;X
PROV2494;ボスニア湾北西部;;;;;;;;;;X
PROV2495;ギニア海盆西部;;;;;;;;;;X
PROV2496;ギニア海盆南部;;;;;;;;;;X
PROV2497;ギニア深海平原;;;;;;;;;;X
PROV2498;アンゴラ海盆西部;;;;;;;;;;X
PROV2499;アルゼンチン深海平原東部;;;;;;;;;;X
PROV2500;アルゼンチン深海平原中部;;;;;;;;;;X
PROV2501;アルゼンチン深海平原西部;;;;;;;;;;X
PROV2502;ブランカ湾;;;;;;;;;;X
PROV2503;ラプラタ河口;;;;;;;;;;X
PROV2504;サントス海台南部;;;;;;;;;;X
PROV2505;サントス海台北部;;;;;;;;;;X
PROV2506;アルゼンチン深海平原北部;;;;;;;;;;X
PROV2507;リオ湾;;;;;;;;;;X
PROV2508;トードスオスサントス湾;;;;;;;;;;X
PROV2509;ツクルイ湖;;;;;;;;;;X
PROV2510;ブラジル深海平原;;;;;;;;;;X
PROV2511;サンロッケ岬;;;;;;;;;;X
PROV2512;セアラ深海平原東部;;;;;;;;;;X
PROV2513;フォルタレザ湾;;;;;;;;;;X
PROV2514;サンルイス湾;;;;;;;;;;X
PROV2515;マラジョ湾;;;;;;;;;;X
PROV2516;アマゾンデルタ;;;;;;;;;;X
PROV2517;ガイアナ湾;;;;;;;;;;X
PROV2518;ボカスデルドラゴン;;;;;;;;;;X
PROV2519;小アンティル諸島;;;;;;;;;;X
PROV2520;トルトゥガ島;;;;;;;;;;X
PROV2521;モナ海峡;;;;;;;;;;X
PROV2522;ヴェネズエラ湾;;;;;;;;;;X
PROV2523;ダリエン湾;;;;;;;;;;X
PROV2524;ウインドワード湾;;;;;;;;;;X
PROV2525;グラシアスアディオス岬;;;;;;;;;;X
PROV2526;ホンジュラス湾;;;;;;;;;;X
PROV2527;ユカタン海峡;;;;;;;;;;X
PROV2528;カンペチェバンク;;;;;;;;;;X
PROV2529;カンペチェ湾;;;;;;;;;;X
PROV2530;タマウリパス湾;;;;;;;;;;X
PROV2531;ガルヴェストン湾;;;;;;;;;;X
PROV2532;メキシコ湾;;;;;;;;;;X
PROV2533;ミシシッピデルタ;;;;;;;;;;X
PROV2534;アパラチ湾;;;;;;;;;;X
PROV2535;フロリダ海峡;;;;;;;;;;X
PROV2536;オールドバハマ海峡;;;;;;;;;;X
PROV2537;クルックド島水道;;;;;;;;;;X
PROV2538;グランドバハマ海峡;;;;;;;;;;X
PROV2539;マヤグアナ海峡;;;;;;;;;;X
PROV2540;サルガッソー海南部;;;;;;;;;;X
PROV2541;アンティル諸島大陸棚北部;;;;;;;;;;X
PROV2542;セアラ深海平原西部;;;;;;;;;;X
PROV2543;ギアナ海盆;;;;;;;;;;X
PROV2544;ギアナ海盆東部;;;;;;;;;;X
PROV2545;大西洋中央海嶺中南部南側;;;;;;;;;;X
PROV2546;ロマンシェ海溝西部;;;;;;;;;;X
PROV2547;ロマンシェ海溝東部;;;;;;;;;;X
PROV2548;アルゼンチン深海平原北東部;;;;;;;;;;X
PROV2549;ロマンシェ海溝南部;;;;;;;;;;X
PROV2550;ペナス湾;;;;;;;;;;X
PROV2551;コルコバド湾;;;;;;;;;;X
PROV2552;フンボルト深海平原北東部;;;;;;;;;;X
PROV2553;ペルー・チリ海溝南部;;;;;;;;;;X
PROV2554;ナスカ海嶺南部;;;;;;;;;;X
PROV2555;ナスカ海嶺北部;;;;;;;;;;X
PROV2556;サンニコラス湾;;;;;;;;;;X
PROV2557;ティティカカ湖;;;;;;;;;;X
PROV2558;チキナタ湾;;;;;;;;;;X
PROV2559;モレノ湾;;;;;;;;;;X
PROV2560;コキンボ湾;;;;;;;;;;X
PROV2561;マンザノ湾;;;;;;;;;;X
PROV2562;ネッカー海嶺;;;;;;;;;;X
PROV2563;ハワイ海嶺東部;;;;;;;;;;X
PROV2564;クラリオン断裂帯中部;;;;;;;;;;X
PROV2565;クラリオン断裂帯東部;;;;;;;;;;X
PROV2566;東太平洋海膨;;;;;;;;;;X
PROV2567;バンデラス湾;;;;;;;;;;X
PROV2568;カリフォルニア湾;;;;;;;;;;X
PROV2569;ペタカルコ湾;;;;;;;;;;X
PROV2570;ドゥルセ湾;;;;;;;;;;X
PROV2571;テワンテペック湾;;;;;;;;;;X
PROV2572;フォンセカ湾;;;;;;;;;;X
PROV2573;コロナード湾;;;;;;;;;;X
PROV2574;パナマ湾;;;;;;;;;;X
PROV2575;パナマ運河;;;;;;;;;;X
PROV2576;マイゼル諸島;;;;;;;;;;X
PROV2577;アンティル諸島大陸棚南部;;;;;;;;;;X
PROV2578;グランドケイマン;;;;;;;;;;X
PROV2579;タンパ湾;;;;;;;;;;X
PROV2580;ギニア湾西部;;;;;;;;;;X
PROV2581;ギニア湾中央東部低地帯;;;;;;;;;;X
PROV2582;アンゴラ海盆東部;;;;;;;;;;X
PROV2583;ナタール海盆西部;;;;;;;;;;X
PROV2584;ソマリ海盆北部;;;;;;;;;;X
PROV2585;アラビア海盆北部;;;;;;;;;;X
PROV2586;アラビア海盆東部;;;;;;;;;;X
PROV2587;チャゴス・ラッカディブ海台北部;;;;;;;;;;X
PROV2588;ジャワ海溝西部;;;;;;;;;;X
PROV2589;東京湾;;;;;;;;;;X
PROV2590;石狩湾;;;;;;;;;;X
PROV2591;タスマン海台東部;;;;;;;;;;X
PROV2592;マクオーリー海嶺;;;;;;;;;;X
PROV2593;マディラ島アプローチ;;;;;;;;;;X
PROV2594;ヴェルデ岬アプローチ東部;;;;;;;;;;X
PROV2595;イベリア大陸棚北部;;;;;;;;;;X
PROV2596;ビスケー海盆東部;;;;;;;;;;X
PROV2597;ケルト大陸棚東部;;;;;;;;;;X
PROV2598;フェロー諸島海溝中部;;;;;;;;;;X
PROV2599;フェロー諸島海溝南東部;;;;;;;;;;X
PROV2600;北海東中部;;;;;;;;;;X
PROV2601;ノルウェー海北部;;;;;;;;;;X
PROV2602;;;;;;;;;;;X
PROV2603;;;;;;;;;;;X
PROV2604;;;;;;;;;;;X
PROV2605;;;;;;;;;;;X
PROV2606;;;;;;;;;;;X
PROV2607;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
;;;;;;;;;;;X
#EOF;;;;;;;;;;;X
